id,text,order,image,solution_pdf,series_id
246,"Jeden hrniec mal tvar pravidelného šesťuholníka (nazvime ho $ABCDEF$) a druhý hrniec má rovnako šesťuholníkový pôdorys, no bol asi taký veľký, akoby sme stredy strán šesťuholníka $ABCDEF$ označili postupne $K$, $L$, $M$, $N$, $O$, $P$ a pospájali ich v tomto poradí. Aký je pomer obsahov šesťuholníkov $ABCDEF$ a $KLMNOP$? ",3,,,38
247,"Prirodzené čísla chcú, aby Jožko dokázal, že súčin dvoch dvojciferných prirodzených čísel nemôže byť nikdy štvorciferné číslo, ktoré má všetky štyri cifry rovnaké.
Navyše má nájsť všetky dvojice prirodzených čísel, ktorých súčin je štvorciferné číslo so štyroma rovnakými ciframi. Pomôžte mu s tým.",4,,,38
248,"Koľko prirodzených čísel $n$ menších ako $2015$ má vlastnosť, že 
$${1\over3} + {1\over n}$$ 
sa dá zjednodušiť na zlomok s menovateľom menším ako $n$? Pod pojmom zlomok v tejto úlohe rozumieme podiel dvoch prirodzených čísel.
",5,,,38
249,"Zahrajú si spolu dve partie. Gandulf nakreslil na papier najprv $9$ (na prvú partiu) a potom $10$ bodov (na druhú partiu). Jožko a Gandulf na striedačku spájajú úsečkami body (vytvárajú medzi dvoma bodmi cestu - ak sa dve cesty pretínajú, tak sa tam vytvára most, nedá sa tam meniť smer). Vyhráva hráč, po ktorého ťahu vedie od každého bodu ku každému bodu cesta (nie nutne priamo). Pre ktorého hráča (prvého alebo druhého?) a kedy existuje víťazná stratégia? Vysvetlite aká. Čo keby bolo bodov $247$?",6,,,38
232,"Na tejto planéte už dávno objavili čaro recyklácie. Zo $7$ použitých papierov sa dá vyrobiť $1$ nový. Z nového sa časom stane opäť použitý. Koľko najviac papierov vieme dohromady (čiže aj s tými, ktoré zrecyklujeme) vyrobiť, ak na začiatku máme $679$ použitých papierov?",1,,,41
233,Ggluméni museli postaviť vežu z drevených kociek s rozmermi $1\times2\times5$ cm. Kocky môžu byť na sebe ľubovoľne položené. Koľko rôzne vysokých veží vedia ggluméni postaviť zo štyroch takýchto kociek?,2,,,41
234,"Z piatich menších reťazí, majúcich $3$, $4$, $5$, $6$ a $7$ článkov, si chcete nechať zhotoviť jednu súvislú, do kruhu nespojenú reťaz, ktorá má $25$ článkov. Preseknutie jednoho článku stojí $10$ zlatých, zvarenie jedného preseknutého článku stojí $40$ zlatých. Koľko za zhotovenie reťaze najmenej zaplatíte? Akú najdlhšiu reťaz viete vyrobiť za $50$ zlatých?",3,,,41
235,"Štyria ggluméni, Agg, Bgg, Cgg a Dgg sa chystali zjesť raňajky tomu piatemu, Eggovi. Egg sa zhrozene pýta: „Kto z vás dostal tento nápad?“ 
Odpovedali mu takto:
Agg: „Bol som to ja. Spýtaj sa Cgga, on ti povie pravdu!“
Bgg: „Agg klame a bol to Cgg.“
Cgg: „Prišiel s tým Dgg, ktorý klame.“
Dgg: „Bgg to nebol.“
Ktorý z ggluménov dostal nápad zjesť Eggovi raňajky ak viete, že každý z nich buď klame alebo hovorí pravdu?",4,,,41
236,"Agga a Begga bývajú v dome, ktorý má niekoľko vchodov. Každý vchod má rovnako veľa poschodí a na každom sú štyri byty. Byty v tomto dome sú očíslované takto: číslami $1$ až $4$ na prvom poschodí v prvom vchode a potom v každom vchode vzostupne od prvého poschodia až po najvyššie. Na prízemí nebýva nikto. Agga býva na piatom poschodí v byte číslo $83$. Begga býva na treťom poschodí v byte číslo $169$. Koľko poschodí má dom, v ktorom bývajú?
(Pomôcka: Ak by mal každý vchod dve poschodia, druhý vchod by mal na prvom poschodí byty s číslami $9$ až $12$, tretí $17$ až $20$, atď.)
",5,,,41
237,"Klietky, v ktorých boli tvory pôvodne uväznené, boli všetky rovnako veľké a v tvare kocky. Zväčša bývali na sebe naukladané tak, že dokopy tvorili kváder. Ak by ste sa na tento kváder pozreli spredu, videli by ste obdĺžnik tvorený $60$ klietkami, pri pohľade zboku obdĺžnik tvorený $120$ klietkami a pri pohľade zhora obdĺžnik tvorený $72$ klietkami. Koľko bolo klietok dokopy?",6,,,41
250,"Barman chcel Ggabike kúpiť kvety. V kvetinárstve mali čierne ruže po $50$ ggorov a biele ruže po $30$ ggorov. Koľko rôznych kytíc mohol barman poskladať, ak mal k dispozícii $7$ ggorií? ($1$ ggoria = $100$ ggorov)",1,,,42
251,"Na stenách kocky sa nachádzajú čísla $1$, $2$, $3$, $4$, $5$ a $6$, každé práve raz. Súčet bodiek na ľubovoľných dvoch protiľahlých stenách hracej kocky je $7$. Zo štyroch takých kociek zložíme zlepením teleso (zlepujeme vždy iba celé steny). Aký najmenší počet bodiek môže mať povrch takého telesa? A aký najväčší?",2,,,42
252,"Otec má $5$ synov, ktorí sa narodili postupne po sebe, vždy s rozdielom jeden rok (teda keď mal najmladší $1$ rok, veky synov boli $1$, $2$, $3$, $4$, $5$). Súčet vekov všetkých synov je dnes rovnaký ako vek ich otca. Keď bude mať najmladší syn toľko rokov, ako jeho otec teraz, bude súčet veku najstaršieho a najmladšieho syna o 10 väčší ako bude vtedy vek ich otca. Aký bude súčet vekov všetkých synov o $2$ roky?",3,,,42
253,"Môj priateľ býva na ulici, kde sú domy označené číslami $1$ až $90$. Aby som zistil číslo jeho domu, položil som mu tri otázky: Je to číslo násobkom čísla štyri? Je to číslo menšie ako $45$? Je to číslo výsledkom súčinu dvoch rovnakých čísel? Dostal som vždy odpoveď ""áno"" alebo ""nie"" a stačilo mi to na to, aby som zistil číslo domu. Aké to bolo číslo?",4,,,42
254,"Dve rôzne cifry nazývame susedné, ak nasledujú hneď za sebou. Takými sú napríklad $3$ a $4$, $7$ a $8$, ale aj $0$ a $9$. Maggran a Higgre hľadajú čísla, v ktorých sú aspoň dve susedné cifry stojace hneď vedľa seba. Pomôžte im s hľadaním a zistite koľko je takých čísel medzi $100$ a $199$ (Maggran a Higgre hľadajú čísla ako $103$, $123$ alebo aj $176$).",5,,,42
255,"Ggdar si ráno pred odchodom za dobrodružstvom čistí zuby (to mu zaberie $2$ min $15$ s), osprchuje sa ($6$ min $20$ s), oblečie sa ($4$ min), učeše sa ($1$ min $05$ s), naraňajkuje sa ($5$ min $50$ s) a hľadá kľúče ($3$ min $40$ s). Ako všetci vieme, hrdinovia zvládajú robiť práve dve veci naraz a Ggdar v tomto nie je výnimkou. Občas dokonca robí naraz aj také dve veci, ktoré je hlúpe robiť naraz. Akú najkratšiu dobu môže stráviť Ggdar ráno doma a pritom všetko stihnúť? Odpoveď poriadne zdôvodnite.",6,,,42
334,Putá sú tvaru rovnoramenného trojuholníka $ABC$. Jeho ramená $AC$ a $BC$ zvierajú uhol veľkosti $36$ stupňov. Os uhla $CAB$ pretína stranu $BC$ v bode $D$. Úsečka $CD$ má dĺžku $8$. Akú dĺžku má strana $AB$? ,1,,,43
336,"Napíšte niekoľko prirodzených čísel do radu tak, že súčet ľubovoľnej $17$-tice susedných čísel bude párny a zároveň ľubovoľnej $18$-tice susedných čísel bude nepárny. Koľko najviac čísel môže byť v rade?",3,,,43
335,"Zo sietí na obrázku možno zostrojiť $3$ kocky. Ak z nich postavíme stĺpček (položíme všetky tri kocky na seba, pričom môžeme kockami ľubovoľne otáčať a meniť ich poradie), na jeho bokoch môžeme (zhora dolu) prečítať štyri trojciferné čísla. Keď tieto štyri čísla sčítame, aký najvačší súčet môžeme dostať? Ako budú tieto kocky vyzerať? Nakreslite ich tak, aby bolo jasné, ktoré strany spolu susedia, a ktoré nie.
",2,,,43
337,"Miestnosť má tvar šesťuholníka $ABEFGD$. Štvoruholníky $ABCD$ a $EFGC$ sú zhodné obdĺžniky a štvoruholník $BEGD$ je tiež obdĺžnik. Určte pomer obsahov bielej a sivej časti šesťuholníka $ABEFGD$, ak trojuholník $BEC$ je rovnostranný.
",4,,,43
339,"""Je $10$ kanálov, ale žiadne dva nie sú prepojené poriadnym tunelom. Vydávam rozkaz, aby sa z každého kanálu prehrabali $4$ poriadne tunely vedúce do iných $4$ kanálov."" Bude možné po realizácii tohto plánu prejsť do všetkých kanálov pomocou poriadnych tunelov bez ohľadu na to, ako budú tunely prekopané? Čo ak z každého kanálu pôjde $5$ tunelov?",6,,,43
338,"Heslo je stojedenáste prirodzené číslo $x$, pre ktoré platí, že $32x+18$ a $31x+25$ je deliteľné $11$. Aké je heslo?",5,,,43
340,"Jožkovi kamaráti sú zvláštni. Každý z nich buď vždy klame alebo vždy hovorí pravdu. To znamená, že od žiadneho z nich nemôžete počuť klamstvo aj pravdu v jeho výpovedi. Jeho kamaráti – tí, ktorí tu práve boli (konkrétne Alojz, Bartolomej, Ctibor, Drahomír, Ezechiel, Frederik, Gabriel a Herbert) mu na otázku, koľko má kamarátov, odpovedali takto:
A: Všetci hovoríme pravdu. Máš ich párny počet.
B: Aspoň $1$ z nás ôsmich klame. Máš ich trojciferné číslo.
C: Katka mala dnes na raňajky iba $1$ jogurt a nič iné.
D: Katka mala dnes na raňajky iba $1$ jablko a nič iné.
E: Aspoň $2$ z nás tu klamú. Počet tvojich kamarátov je číslo, ktoré má na mieste stovák $1$.
F: Aspoň $2$ z nás tu hovoria pravdu. Katka raňajkovala iba melón.
G: Katka dnes raňajkovala. Počet tvojich kamarátov je deliteľný $7$.
H: Katka dnes nejedla. Počet tvojich kamarátov nie je deliteľný $9$. 
Koľko má Jožko kamarátov",1,,,44
341,"Dino vynásobil svoj vek (menší ako $100$ rokov) tromi a povedal ho Jožkovi. Jožko mal však problémy so sluchom, takže počul číslo odzadu. Číslo, ktoré počul, je Dinov vek pred $2$ rokmi. Koľko rokov bude mať Dino o $2$ roky?",2,,,44
342,"Dino a Jožko sa chcú autom odviezť na kopec za veľkou lúkou. Po ceste však nie sú žiadne čerpacie stanice a auto uvezie len toľko nafty, koľko postačí na jazdu jedného auta do polovice plánovanej cesty. Máme ale k dispozícii Jožkových kamarátov a ich autá (ktoré sú úplne zhodné s tým Jožkovým). Tieto autá parkujú u Jožka v garáži, a z ktoréhokoľvek môžu kedykoľvek preliať obsah (alebo časť) nafty z nádrže do iného auta. Ako teda previesť autami Dina a Jožka za použitia čo najmenej áut? Koľko najmenej áut je na to potrebných? Zdôvodnite, prečo práve tento počet stačí a zároveň, že menej áut Dinovi a Jožkovi nestačí na to, aby sa na kopec odviezli.",3,,,44
343,"Vypočítajte vnútorné uhly rovnoramenného lichobežníka $ABCD$ s dlhšou základňou $AB$, ak viete, že je možné rozdeliť ho dvoma priamkami prechádzajúcimi bodom $A$ na tri rovnoramenné trojuholníky, z ktorých jeden je trojuholník $ABC$.",4,,,44
344,"Súostrovie niekoľkých ostrovov je pospájané mostami. Z každého ostrova vedú najviac $3$ mosty a medzi ľubovoľnými dvoma ostrovami sa vieme presunúť tak, že prejdeme po najviac dvoch mostoch. Koľko najviac ostrovov môže obsahovať toto súostrovie?",5,,,44
345,"Máme rozložené karty v rade vedľa seba. Každá je otočená lícom ($L$) alebo rubom ($R$) nahor. Chceme, aby každá karta bola nakoniec lícom nahor. Otáčať karty však vieme vždy len tak, že si zvolíme štyri susedné karty a všetky ich naraz otočíme na opačnú stranu (ak bola karta lícom nahor, tak je teraz rubom a naopak). Akým spôsobom sa to dá docieliť, ak sú karty na začiatku položené
  A) $LRLRRLR$,
  B) $RLRRRLRL$?
  Ak si myslíte, že to je možné docieliť, tak popíšte postupnosť krokov, ako karty otáčate, ak to možné nie je, tak vysvetlite, prečo (uistite sa, že ste však nezabudli skúsiť všetky možnosti alebo všeobecne ukážte, že to nejde).",6,,,44
346,"Šéf rozdeľoval svojim piatim pracovníkom 15 zrniek. Najviac koľkými spôsobmi to vedel urobiť, ak chcel, aby každý pracovník dostal viac zrniek, ako dostal ktorýkoľvek mladší od neho? Žiadni dvaja nie sú rovnako starí.",1,,,45
347,"Na štadióne sa hral futbal. Počas zápasu strelil Jožo na bránku 8 krát, Jano 5 krát a Jeremiáš 3 krát. Brankár Jonáš, hrajúci za tím Mravci, chytil 4 zo striel, brankár Jónapot, hrajúci za tím Mravce, chytil 6. Nikto nestrieľal na bránku svojho tímu a každá nechytená strela skončila gólom. Aké mohlo byť konečné skóre zápasu? Nájdite všetky možnosti. (Okrem Joža, Jana a Jeremiáša nikto iný na bránku nestrieľal a počas celého zápasu ostali všetci hráči verní svojim tímom.)",2,,,45
348,"Ideálny mravec je podľa Kráľovny vysoký, čierny a pekný. Pozná štyroch mravcov, ktorí sa volajú Andrej, Boris, Cyril a Daniel. Len jeden z nich má všetky vlastnosti, ktoré Kráľovná požaduje. Okrem toho platí:

- z týchto štyroch mravcov sú len traja vysokí, len dvaja čierny a len jeden je peknýkaždý z týchto štyroch mravcov má aspoň jednu z požadovaných vlastnostíAndrej a Boris majú rovnakú farbuBoris a Cyril sú rovnako vysokíZ dvojice Cyril a Daniel je vysoký práve jeden

Ktorý z týchto štyroch mravcov spĺňa všetky Kráľovnine požiadavky?",3,,,45
349,"Lukáš zbieral drevo na oheň. Našiel 9 paličiek, mali dĺžky 2, 2, 2, 4, 5, 6, 10, 11 a 12 metrov. Nemal zápalky a tak začal z paličiek skladať do troch trojuholníkov. Chcel vedieť, aký najväčší súčin obvodov týchto trojuholníkov vie dostať.
Viete mu pomôcť, ak viete, že:
- trojuholník je zložený z troch paličiekobvod trojuholníka je súčet dĺžok paličiek, z ktorých je trojuholník vytvorenýtrojuholník sa dá vytvoriť len z takej trojice paličiek, kde súčet dĺžok ľubovoľných dvoch je väčší ako tretej",4,,,45
350,"Na Géniovom budíku je 5 gombíkov. Každý z nich vie byť v jednej z dvoch polôh - vypnutej alebo zapnutej. Na začiatku sú všetky gombíky vypnuté. Aby budík zazvonil, musia byť všetky zapnuté. Ak je budík aktivovaný, tak sa každú hodinu zmenia polohy štyroch z gombíkov. Koľko najmenej hodín prejde medzi aktiváciou a zvonením budíka, ak počas aktivácie boli všetky gombíky vo vypnutej polohe?",5,,,45
351,"Na tabuli sú napísané čísla 3, 15 a 45. Na tabuľu vieme pripísať súčet, rozdiel alebo súčin, ľubovoľných dvoch z čísel, ktoré tam sú v danom momente napísané.

a) Vieme dostať na tabuli číslo 216? A 214?
b) Nájdite všetky také čísla, ktoré sa na tabuli nemôžu vyskytnúť, ak by sme mali na začiatku napísané čísla 3, 6 a 7.

(pomocná úloha: Predstavte si, čo by sa dialo, ak by na tabuli boli na začiatku iba čísla 2 a 4.)",6,,,45
352,"V škôlke sa hrali všetky deti v pieskovisku. Hrad stavalo o 8 detí viac ako diaľnicu a o 4 deti menej ako továreň. Koľko detí mohlo byť v škôlke, ak bol ich počet násobkom čísla 5 a bolo ich tam menej ako 41? Nájdite všetky možnosti.",1,,,46
353,"Vo vani je voda s teplotou 32 stupňov. K dispozícii sú vedrá so studenou a teplou vodou, vedro so studenou vodou zníži aktuálnu teplotu vody vo vani o jej polovicu a vedro s teplou jej aktuálnu teplotu zvýši o dva stupne. Koľko najmenej vedier potrebujeme na to, aby voda vo vani mala 3 stupne? (aktuálnou teplotou vody rozumieme teplotu po akomkoľvek počte priliatých vedier)",2,,,46
354,"Traja súrodenci Janka, Miška a Tomáško zjedli potajomky mamičke 5 tabuliek čokolády, ktoré prichystala na výlet. Mamka začala vyšetrovanie. Lienky sa zborovo ohradili:

Janka: „Ja som sa nijakej čokolády nedotkla!“
Miška: „Ja som sa nijakej čokolády nedotkla!“
Tomáško: „Ja som sa nijakej čokolády nedotkol!“

Nuž takto sa nikde nedostaneme. Pri ďalšom vypočúvaní sa zistilo:

Janka: „Miška si vzala viac ako Tomáško!“
Miška (ku Janke): „Klameš!“
Tomáško: „Janka a Miška si vzali všetko!“
Janka (ku Tomáškovi): „Klameš!“


Pri konečnom vysvetlení situácie sa ukázalo, že každá lienka klamala toľkokrát, koľko tabuliek čokolády zjedla. Koľko tabuliek čokolády zjedla každá z lienok?",3,,,46
355,"Starý chrúst a Fušo mali pred sebou 30 kamienkov. Rozhodli sa hrať hru, ktorú vyhrá ten, kto si zoberie posledný kamienok. Hráči sa striedajú v ťahoch, pričom v každom ťahu vezme daný hráč aspoň 1, no najviac 10 kamienkov. Starý chrúst išiel prvý a zobral si hneď 8 kamienkov. Dokážete Fušovi poradiť taký postup, aby vyhral, nech už starý chrúst postupuje akokoľvek?",4,,,46
356,"Kobylky Anna, Beáta, Cecília, Denisa a Erika hlasujú, kto získa poklad. Hlasovanie prebieha nasledovne: každá z kobyliek môže v každom kole hlasovať, aby poklad nedostala niektorá z nich. Hlasy sa spočítajú a všetky kobylky s najväčším udeleným počtom hlasov nepostupujú do ďalšieho kola hlasovania. Vypadnuté kobylky už hlasovať nemôžu, zdržiavať sa hlasovania je zakázané. Hlasovanie sa končí, ak ostala už len jedna kobylka (tá získava poklad), alebo ak už vypadli všetky kobylky.


a) Koľko najmenej kôl vie prejsť tak, aby poklad získala Anna?
b) Koľko hlasovaní je takých, že po dvoch kolách poklad nezíska nikto?

(hlasovania sú rovnaké, ak v oboch dostala každá kobylka rovnaký počet hlasov a je jedno od koho)",5,,,46
357,"Florova torta s rozmermi $4 \times 4$ je celá pokrytá obdĺžnikmi čokolády s rozmerom $1 \times 2$ (nejakým spôsobom). Rozhodnite, či je vždy možné rozrezať tortu na dve časti tak, aby sme neporušili ani jeden kúsok čokolády. Ako by to bolo ak by to bolo v prípade torty $6 \times 7$?
",6,,,46
358,"Dokážte, že niektoré dve z reálnych čísel $a,\ b,\ c,\ d$ sa líšia maximálne o 1, ak pre nich platí 
$$ab+cd = 1, $$
$$a^2 +b^2 +c^2 +d^2 = 4.$$
",1,,,47
359,"Majme konvexný štvoruholník $ABCD$ s pravým uhlom pri vrchole $C$. Označme $S$ stred strany $AB$. Dokážte, že:  $$2\cdot |CS|\leq|BD|+|DA|.$$ Ukážte tiež, kedy nastane rovnosť.",2,,,47
360,"Robčo a Peťo hrajú hru s gorodkami. Začína Robčo a v ťahoch sa striedajú, pričom každý vo svojom ťahu zvýši veľkosť gorodiek (označme $n$) o vlastného deliteľa $n$ (deliteľa menšieho ako $n$). Na začiatku majú dvojdielne gorodky ($n=2$). Vyhráva ten, kto prvý zvýši $n$ na hodnotu väčšiu alebo rovnú ako 2016. Obaja hrajú nalepšie ako sa dá. Kto vyhrá?",3,,,47
361,"Vyriešte nasledujúcu rovnicu v celých číslach (svoje riešenie odôvodnite):
$${x_1}^4 + \cdots + {x_{14}}^4 = 2015.$$",4,,,47
362,"Ukážte, že pre každé prvočíslo $p$ existujú prirodzené čísla $a$, $b$ také, že $a^2 + b^2 + 1$ je deliteľné $p$.",5,,,47
363,"Nech $ABCD$ je lichobežník so základňami $AB$ a $CD$ ($|AB| > |CD|$). Body $K$ a $L$ ležia na úsečkách $AB$ a $CD$ tak, že $|AK|:|KB| = |DL|:|LC|$. Predpokladajme, že existujú body $P$ a $Q$ na úsečke $KL$, pre ktoré platí
$$|∠ APB| = |∠ BCD| \ \ \ \mbox{a} \ \ \ |∠ CQD| = |∠ ABC|.$$
Dokážte, že body $P,\ Q,\ B,\ C$ ležia na jednej kružnici.",6,,,47
369,"Máme tri obrovské krčahy, v každom z nich je kladný celočíselný počet litrov vody. Dovolené je doliať do ľubovoľného krčahu rovnaké množstvo vody, aké v ňom práve je z krčahu, ktorý obsahuje dostatočné množstvo vody. Dokážte, že pomocou takéhoto prelievania je vždy možné úplne vyprázdniť niektorý krčah.",6,,,48
368,"Nájdite najmenšie prirodzené číslo $t$, pre ktoré existujú celé čísla $x_1,\ x_2,\ \dots,\ x_t$ také, pre ktoré platí 
$$x_1^3 + x_2^3 + \dots + x_t^3 = 2002^{2002}.$$
",5,,,48
367,"Nech pre reálne čísla $x,\ y,\ z > 0$ platí
$$\frac 1 x + \frac 1 y + \frac 1 z = 1,$$
dokážte, že $(x-1)(y-1)(z-1)\geq8.$",4,,,48
366,"Urče počet podmnožín množiny $\{1,\ 2,\ 3,\ \dots,\ 50\}$, ktorej súčet prvkov je väčší alebo rovný ako 638.",3,,,48
365,"Dokážte, že ak $p$, $q$, $r$ sú racionálne čísla a platí $p^2+q^2+r^2+2 = (p+q+r)^2$, potom $(1+p^2)(1+q^2)(1+r^2)$ je druhou mocninou racionálneho čísla.",2,,,48
364,"Máme kružnicu $k$ a bod $X$ mimo nej. Nech $XY$ a $XZ$ sú dotyčnice ku kružnici $k$, pričom body $Y$ a $Z$ sú body dotyku. Dokážte, že stred kružnice vpísanej do trojuholníka $XYZ$ leží na kružnici $k$.",1,,,48
370,"Dokážte, že ak je číslo $n$ druhou mocninou prirodzeného čísla, potom je súčin posledných dvoch cifier dekadického zápisu čísla $n$ párne číslo.",1,,,49
372,"Bod $M$ leží na priemere $AB$ kružnice $k$. Tetiva $CD$ prechádza bodom $M$ a pretína $AB$ pod uhlom $45^\circ$. Dokážte, že súčet $|CM|^2+|DM|^2$ nezávisí od výberu bodu $M$.",3,,,49
371,"Je daný štvorec a $9$ priamok. Každá z týchto $9$ priamok delí tento štvorec na štvoruholníky, ktorých pomer obsahov je $2:3$. Dokážte, že aspoň $3$ z týchto priamok sa pretínajú v jednom bode.",2,,,49
375,"Do daného ostrouhlého trojuholníka $ABC$ vpíšte trojuholník $KLM$ tak, aby jeho obvod bol najmenší možný.",6,,,49
373,"Pre ktoré reálne čísla $c$ existujú práve dve rôzne reálne čísla, ktoré sú riešením rovnice $x^3+(c-1)x+c=0$?",4,,,49
374,"V pravidelnom $n$-uholníku je každá strana aj uhlopriečka zafarbená jednou z $n-1$ farieb. Vrchol sa nazýva dúhový, ak všetky strany a uhlopriečky, ktoré z neho vychádzajú, majú navzájom rôzne farby. Koľko najviac vrcholov môže byť dúhových?",5,,,49
376,"Dokážte, že v každom konvexnom päťuholníku vieme vybrať $3$ uhlopriečky tak, že ich poprekladaním je možné zostrojiť trojuholník.",1,,,50
381,"Nech $x_1,\ x_2,\ \dots,\ x_n$ sú nezáporné reálne čísla, ktorých súčet je 1. Dokážte, že existujú čísla $ a_1,\ a_2,\ \dots ,\ a_n$, z ktorých každé je rovné $0,\ 1,\ 2,\ 3,$ alebo 4 také, že 
$$(a_1,\ a_2,\ \dots,\ a_n)\not= (2,\ 2,\ \dots,\ 2)$$
 a 
$$2\leq a_1x_1+a_2x_2+\ldots+a_nx_n\leq 2+\frac{2}{3^n-1}.$$",6,,,50
377,"Nech $F_n$ je $n$-té Fibonacciho číslo. Nájdite všetky dvojice kladných celých čísel $(a,\ n)$ také, že $F_n + F_{2n} + F_{3n} = a! + 3$.",2,,,50
378,"Do tabuľky $4\times4$ sú vpísané kladné reálne čísla tak, že súčin v každej pätici tvaru $T$ je rovný $1$. Zistite maximálny počet rôznych čísel zapísaných v tabuľke.",3,,,50
379,"Je daný pravouhlý trojuholník $ABC$ s preponou $AB$. Na jeho odvesnách $BC$ a $AC$ sú postupne zvolené také body $K$ a $L$, že $|CK| = 2|BK|$ a $|AL| = 2|CL|$. Nech $D$ je päta výšky z vrcholu $C$ trojuholníka $ABC$. Dokážte, že body $K,\ C,\ L$ a $D$ ležia na jednej kružnici.",4,,,50
380,"Dokážte, že pre ľubovoľné kladné čísla $x$ a $y$ platí nerovnosť 
$$x+y \geq \sqrt{xy} + \sqrt{\frac{(x^2 + y^2)}{2}}.$$",5,,,50
382,"Jančiho svedomie tvorí 100 skutkov vykonaných v istom poradí, o ktorých bolo potrebné rozhodnúť, či sú dobré alebo zlé. Vnútorný hlas mu našepkal, že z každých piatich za sebou vykonaných skutkov sú práve tri skutky zlé. Janči si ešte uvedomil, že prvý a posledný skutok každého človeka je dobrý.
- Určte koľkokrát Janči spáchal nejaký zlý skutok.
- Rozhodnite, či bol šiesty Jančiho skutok dobrý alebo zlý.
- Vysvetlite, ako by ste vedeli pre ľubovoľný z týchto 100 skutkov správne určiť, či bol dobrý alebo zlý.",1,,,51
383,"Jančiho známi žijú v oblasti, ktorá má podobu mriežky $4\times4$ (viď obrázok). Každú hodinu od 17. do 32. má v pláne navštíviť jedného z nich. Chce si to naplánovať tak, že priradí každému známemu (políčku mriežky $4\times4$) jednu z týchto hodín (prirodzených čísel) tak, aby v každej štvrti (štvrtine mriežky, štvorci $2\times2$ $A$, $B$, $C$ alebo $D$) bol súčin hodín návštev deliteľný číslom 16. Je pre Jančiho možné takýto plán zostaviť? Svoje riešenie zdôvodnite.

",2,,,51
384,"Keď k trpaslíkovi Janči podišiel, videl, že má $500$ zlatiek. Vždy, keď trpaslíkom potrasie, vysype sa z neho $300$ zlatiek, ak toľko ešte má. Ak nie, nevypadne z neho ani minca. Okrem toho mu Janči vie vložiť do úst práve 198 zlatiek naraz, ktoré trpaslík pridá k tým, čo v sebe má. Akej najväčšej hotovosti sa vie Janči zmocniť, pokiaľ na začiatku nemal ani deravý groš (a ani zlatku)? Trpaslíka môže kŕmiť a triasť koľkokrát chce a v ľubovoľnom poradí.",3,,,51
385,"Na zvitku bol narysovaný štvorec $ABCD$ a obdĺžnik $DEFG$, kde bod $E$ ležal na polpriamke opačnej k $BA$ a bod $C$ bol bodom úsečky $FG$. Dokážte, že pri ľubovoľnej polohe bodu $E$ je obsah obdĺžnika $DEFG$ rovný obsahu štvorca $ABCD$.",4,,,51
387,"Najprv si Janči potrénuje lietanie. Od Zmokovho stromu (bod $A$) chce preletieť k novovytunelovanému tunelu (čiarkovaná čiara), odtiaľ k rozpadnutému diaľničnému úseku Nižná Váha – Vyšná Váha (druhá čiarkovaná čiara) a napokon domov (bod $B$). Nájdite najkratšiu trasu Jančiho letu pre situáciu na obrázku naľavo a pre situáciu na obrázku napravo.

",5,,,51
388,"Na jednom políčku šachovnice $8\times8$ leží čierny kameň a na ostatných políčkach biele. V jednom kroku môžeme zmeniť na opačné (čierne na biele a biele na čierne) súčasne všetky štyri kamene v ktoromkoľvek štvorci $2\times2$ na šachovnici. Zistite, či po určitom počte krokov môže byť na šachovnici rovnaký počet kameňov oboch farieb.",6,,,51
389,"Janči na úteku si chce urobiť prieskum okolia. Má v záujme prejsť si niekoľko strategických bodov. Vychádza z brlohu potkanieho šéfa a chce navštíviť hrad, družstevnú sýpku, palác, most a nábrežie a zakončiť svoje putovanie opäť v brlohu. Časy prechodu medzi jednotlivými miestami sú:



brloh - sýpka: $2,4$
sýpka - nábrežie: $1,0$
hrad - palác: $3,0$


brloh - most: $5,0$
sýpka - palác: $3,6$
hrad - most: $4,6$


brloh - nábrežie: $2,8$
sýpka - hrad: $3,8$
nábrežie - palác: $3,0$


brloh - palác: $3,4$
sýpka - most: $3,6$
nábrežie - most: $1,6$


brloh - hrad: $2,4$
hrad - nábrežie: $3,2$
most - palác: $3,2$


 
Nakreslite obrázok a navrhnite plán najkratšej možnej cesty pre Jančiho.",1,,,52
390,"Janči sa ponoril do oparu katakomb a ocitol sa v hlavnej chodbe. Z nej viedlo mnoho bočných chodieb. Nad každým z východov bol osadený kameň s číslom. Janči si všimol, že súčet každých troch po sebe idúcich čísel je $20$ alebo $22$. Striedajú sa postupne v poradí $20$, $20$, $22$, $22$, $20$, $20$, $22$, ... Nad prvým východom bolo číslo $9$, nad deviatym $7$. Aký je súčet čísel prvých $100$ východov?",2,,,52
391,"Ukážte, že $6$ trojuholníkov, ktoré vznikli rozdelením trojuholníka tromi ťažnicami, má rovnaké obsahy. Ťažnice sa vždy pretínajú v jednom bode, ktorý nazývame ťažisko.",3,,,52
392,"Na stole ležala kocka a po poslednom hode vyzerala takto: V jej vrcholoch sa vznášali čísla od $1$ po $8$ (každé práve raz). Na každej stene kocky bol vyrytý súčet čísel, ktoré sa nachádzali vo vrcholoch príslušnej steny. Bolo zaujímavé, že všetky súčty na stenách, ktoré Janči videl (tých stien bolo päť), boli prvočísla a neboli medzi nimi žiadne dve rovnaké. Aké číslo bolo na šiestej stene kocky?",4,,,52
